,0,Model,Cell_Type,# of Features,Feature names,MAE,MAE_std,Spearman,Spearman_std,Pearson,Pearson_std,linkage distance
119,0.08697999999999999,,,,,,,,,,,
120,0.023401023631360277,,,,,,,,,,,
121,0.8517902622935776,,,,,,,,,,,
122,0.023401023631360277,,,,,,,,,,,
123,0.8385580904172726,,,,,,,,,,,
124,0.025154511062259105,,,,,,,,,,,
125,1.5833333333333333,,,,,,,,,,,
126,8,,,,,,,,,,,
127,"['P_charged_centers', 'N_charged_centers', 'cTPSA', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",,,,,,,,,,,
128,0.08766,,,,,,,,,,,
129,0.0258333216781837,,,,,,,,,,,
130,0.8491644821566139,,,,,,,,,,,
131,0.0258333216781837,,,,,,,,,,,
132,0.8361089111299791,,,,,,,,,,,
133,0.02940786917573615,,,,,,,,,,,
134,1.5833333333333333,,,,,,,,,,,
135,9,,,,,,,,,,,
136,"['P_charged_centers', 'N_charged_centers', 'cTPSA', 'Total_Carbon_Tails', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",,,,,,,,,,,
137,0.03548,,,,,,,,,,,
138,0.0399495811140575,,,,,,,,,,,
139,0.627796814339239,,,,,,,,,,,
140,0.0399495811140575,,,,,,,,,,,
141,0.8880062855595443,,,,,,,,,,,
142,0.0245767675799619,,,,,,,,,,,
143,0.75,,,,,,,,,,,
144,9,,,,,,,,,,,
145,"['P_charged_centers', 'N_charged_centers', 'cTPSA', 'Total_Carbon_Tails', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",,,,,,,,,,,
146,0.03742,,,,,,,,,,,
147,0.042211777649539164,,,,,,,,,,,
148,0.6022607910259783,,,,,,,,,,,
149,0.042211777649539164,,,,,,,,,,,
150,0.9038241759219665,,,,,,,,,,,
151,0.02023664647326356,,,,,,,,,,,
152,0.75,,,,,,,,,,,
153,8,,,,,,,,,,,
154,"['P_charged_centers', 'N_charged_centers', 'cTPSA', 'Double_bonds', 'NP_ratio', 'Dlin-MC3_Helper lipid_ratio', 'Dlin-MC3+Helper lipid percentage', 'Chol_DMG-PEG_ratio']",,,,,,,,,,,
155,0.033240000000000006,,,,,,,,,,,
156,0.044196116858984245,,,,,,,,,,,
157,0.6052472270662449,,,,,,,,,,,
158,0.044196116858984245,,,,,,,,,,,
159,0.8982780416041735,,,,,,,,,,,
160,0.025965096926431966,,,,,,,,,,,
161,1.5833333333333333,,,,,,,,,,,
